Satellite,Date,Location,NDVI,SMI,Avg_rainfall
MODIS,2023-09-01,Dharmapuri,56.89394498,107.2451973,2.731906013
Sentinel-2,2023-09-01,Dharmapuri,56.89394498,107.2451973,2.731906013
Landsat,2023-09-01,Dharmapuri,56.89394498,107.2451973,2.731906013
AMSR-E,2023-09-01,Dharmapuri,56.89394498,107.2451973,0.32095769
SMAP,2023-09-01,Dharmapuri,56.89394498,107.2451973,0.037088061
SMAP,2023-10-01,Dharmapuri,38.36945057,63.58105588,2.731906013
AMSR-E,2023-10-01,Dharmapuri,38.36945057,63.58105588,1.574186761
Landsat,2023-10-01,Dharmapuri,38.36945057,63.58105588,2.731906013
Sentinel-2,2023-10-01,Dharmapuri,38.36945057,63.58105588,2.731906013
MODIS,2023-10-01,Dharmapuri,38.36945057,63.58105588,2.731906013
SMAP,2023-11-01,Dharmapuri,19.73205733,17.96543169,2.731906013
MODIS,2023-11-01,Dharmapuri,19.73205733,17.96543169,0.32095769
Sentinel-2,2023-11-01,Dharmapuri,19.73205733,17.96543169,0.32095769
AMSR-E,2023-11-01,Dharmapuri,19.73205733,17.96543169,0.037088061
Landsat,2023-11-01,Dharmapuri,19.73205733,17.96543169,0.037088061
SMAP,2023-12-01,Dharmapuri,128.1218076,254.9629209,0.32095769
Landsat,2023-12-01,Dharmapuri,128.1218076,254.9629209,1.574186761
AMSR-E,2023-12-01,Dharmapuri,128.1218076,254.9629209,0.002212796
Sentinel-2,2023-12-01,Dharmapuri,128.1218076,254.9629209,1.574186761
MODIS,2023-12-01,Dharmapuri,128.1218076,254.9629209,1.574186761
Sentinel-2,2024-01-01,Dharmapuri,130.4486263,254.9976754,0.037088061
MODIS,2024-01-01,Dharmapuri,130.4486263,254.9976754,0.037088061
AMSR-E,2024-01-01,Dharmapuri,130.4486263,254.9976754,0.037088061
Landsat,2024-01-01,Dharmapuri,130.4486263,254.9976754,0.037088061
SMAP,2024-01-01,Dharmapuri,130.4486263,254.9976754,1.574186761
Landsat,2024-02-01,Dharmapuri,21.80237436,22.21076822,0.002212796
AMSR-E,2024-02-01,Dharmapuri,21.80237436,22.21076822,2.731906013
MODIS,2024-02-01,Dharmapuri,21.80237436,22.21076822,2.731906013
Sentinel-2,2024-02-01,Dharmapuri,21.80237436,22.21076822,0.32095769
SMAP,2024-02-01,Dharmapuri,21.80237436,22.21076822,0.037088061
Sentinel-2,2024-03-01,Dharmapuri,49.06844378,90.43407536,0.037088061
MODIS,2024-03-01,Dharmapuri,49.06844378,90.43407536,0.037088061
Landsat,2024-03-01,Dharmapuri,49.06844378,90.43407536,0.32095769
AMSR-E,2024-03-01,Dharmapuri,49.06844378,90.43407536,0.32095769
SMAP,2024-03-01,Dharmapuri,49.06844378,90.43407536,0.002212796
SMAP,2024-04-01,Dharmapuri,59.95211649,116.9592631,0.002212796
MODIS,2024-04-01,Dharmapuri,59.95211649,116.9592631,0.32095769
Sentinel-2,2024-04-01,Dharmapuri,59.95211649,116.9592631,0.32095769
AMSR-E,2024-04-01,Dharmapuri,59.95211649,116.9592631,0.037088061
Landsat,2024-04-01,Dharmapuri,59.95211649,116.9592631,0.037088061
SMAP,2024-05-01,Dharmapuri,16.27795959,10.94220257,2.731906013
AMSR-E,2024-05-01,Dharmapuri,16.27795959,10.94220257,1.574186761
Landsat,2024-05-01,Dharmapuri,16.27795959,10.94220257,2.731906013
Sentinel-2,2024-05-01,Dharmapuri,16.27795959,10.94220257,2.731906013
MODIS,2024-05-01,Dharmapuri,16.27795959,10.94220257,2.731906013
SMAP,2024-06-01,Dharmapuri,47.05236316,85.36507726,2.731906013
MODIS,2024-06-01,Dharmapuri,47.05236316,85.36507726,0.037088061
Sentinel-2,2024-06-01,Dharmapuri,47.05236316,85.36507726,0.037088061
Landsat,2024-06-01,Dharmapuri,47.05236316,85.36507726,0.32095769
AMSR-E,2024-06-01,Dharmapuri,47.05236316,85.36507726,0.037088061
SMAP,2024-07-01,Dharmapuri,56.70684266,109.4600625,0.32095769
Landsat,2024-07-01,Dharmapuri,56.70684266,109.4600625,1.574186761
AMSR-E,2024-07-01,Dharmapuri,56.70684266,109.4600625,0.002212796
Sentinel-2,2024-07-01,Dharmapuri,56.70684266,109.4600625,1.574186761
MODIS,2024-07-01,Dharmapuri,56.70684266,109.4600625,1.574186761
Sentinel-2,2024-08-01,Dharmapuri,140.7002983,253.1052129,1.574186761
MODIS,2024-08-01,Dharmapuri,140.7002983,253.1052129,1.574186761
AMSR-E,2024-08-01,Dharmapuri,140.7002983,253.1052129,0.32095769
Landsat,2024-08-01,Dharmapuri,140.7002983,253.1052129,0.002212796
SMAP,2024-08-01,Dharmapuri,140.7002983,253.1052129,0.32095769
AMSR-E,2024-09-01,Dharmapuri,59.95386624,117.5381906,0.037088061
Landsat,2024-09-01,Dharmapuri,59.95386624,117.5381906,0.32095769
MODIS,2024-09-01,Dharmapuri,59.95386624,117.5381906,0.037088061
Sentinel-2,2024-09-01,Dharmapuri,59.95386624,117.5381906,0.037088061
SMAP,2024-09-01,Dharmapuri,59.95386624,117.5381906,2.731906013
SMAP,2024-10-01,Dharmapuri,56.29355431,106.0708036,2.731906013
Sentinel-2,2024-10-01,Dharmapuri,56.29355431,106.0708036,0.037088061
MODIS,2024-10-01,Dharmapuri,56.29355431,106.0708036,0.037088061
Landsat,2024-10-01,Dharmapuri,56.29355431,106.0708036,0.037088061
AMSR-E,2024-10-01,Dharmapuri,56.29355431,106.0708036,0.037088061
SMAP,2024-11-01,Dharmapuri,31.3928988,46.17260098,1.574186761
Landsat,2024-11-01,Dharmapuri,31.3928988,46.17260098,0.002212796
AMSR-E,2024-11-01,Dharmapuri,31.3928988,46.17260098,0.002212796
MODIS,2024-11-01,Dharmapuri,31.3928988,46.17260098,1.574186761
Sentinel-2,2024-11-01,Dharmapuri,31.3928988,46.17260098,1.574186761
SMAP,2024-12-01,Dharmapuri,88.59952402,189.0781424,1.574186761
Sentinel-2,2024-12-01,Dharmapuri,88.59952402,189.0781424,0.32095769
MODIS,2024-12-01,Dharmapuri,88.59952402,189.0781424,0.32095769
AMSR-E,2024-12-01,Dharmapuri,88.59952402,189.0781424,0.037088061
Landsat,2024-12-01,Dharmapuri,88.59952402,189.0781424,0.037088061
Landsat,2019-01-01,Idukki,64.97639632,130.0667167,2.731906013
SMAP,2019-01-01,Idukki,64.97639632,130.0667167,0.037088061
Sentinel-2,2019-01-01,Idukki,64.97639632,130.0667167,0.037088061
MODIS,2019-01-01,Idukki,64.97639632,130.0667167,0.037088061
AMSR-E,2019-01-01,Idukki,64.97639632,130.0667167,2.731906013
Sentinel-2,2019-02-01,Idukki,44.97972465,88.80123329,0.002212796
SMAP,2019-02-01,Idukki,44.97972465,88.80123329,2.731906013
Landsat,2019-02-01,Idukki,44.97972465,88.80123329,0.037088061
AMSR-E,2019-02-01,Idukki,44.97972465,88.80123329,0.32095769
MODIS,2019-02-01,Idukki,44.97972465,88.80123329,1.574186761
SMAP,2019-03-01,Idukki,46.69458246,88.98183179,1.574186761
Sentinel-2,2019-03-01,Idukki,46.69458246,88.98183179,0.002212796
Landsat,2019-03-01,Idukki,46.69458246,88.98183179,0.32095769
AMSR-E,2019-03-01,Idukki,46.69458246,88.98183179,0.037088061
MODIS,2019-03-01,Idukki,46.69458246,88.98183179,0.037088061
Landsat,2019-04-01,Idukki,45.89356089,85.66819763,0.002212796
SMAP,2019-04-01,Idukki,45.89356089,85.66819763,0.037088061
Sentinel-2,2019-04-01,Idukki,45.89356089,85.66819763,0.037088061
MODIS,2019-04-01,Idukki,45.89356089,85.66819763,2.731906013
AMSR-E,2019-04-01,Idukki,45.89356089,85.66819763,2.731906013
Landsat,2019-05-01,Idukki,65.60831928,131.6101432,2.731906013
Sentinel-2,2019-05-01,Idukki,65.60831928,131.6101432,0.037088061
SMAP,2019-05-01,Idukki,65.60831928,131.6101432,0.037088061
MODIS,2019-05-01,Idukki,65.60831928,131.6101432,0.037088061
AMSR-E,2019-05-01,Idukki,65.60831928,131.6101432,1.574186761
SMAP,2019-06-01,Idukki,17.27688456,17.33532476,0.002212796
Sentinel-2,2019-06-01,Idukki,17.27688456,17.33532476,2.731906013
Landsat,2019-06-01,Idukki,17.27688456,17.33532476,0.037088061
AMSR-E,2019-06-01,Idukki,17.27688456,17.33532476,0.037088061
MODIS,2019-06-01,Idukki,17.27688456,17.33532476,2.731906013
Sentinel-2,2019-07-01,Idukki,129.7697141,242.3141437,2.731906013
SMAP,2019-07-01,Idukki,129.7697141,242.3141437,2.731906013
Landsat,2019-07-01,Idukki,129.7697141,242.3141437,0.32095769
AMSR-E,2019-07-01,Idukki,129.7697141,242.3141437,0.037088061
MODIS,2019-07-01,Idukki,129.7697141,242.3141437,0.002212796
AMSR-E,2019-08-01,Idukki,150.0750909,252.2461748,0.002212796
MODIS,2019-08-01,Idukki,150.0750909,252.2461748,0.037088061
Sentinel-2,2019-08-01,Idukki,150.0750909,252.2461748,2.731906013
SMAP,2019-08-01,Idukki,150.0750909,252.2461748,1.574186761
Landsat,2019-08-01,Idukki,150.0750909,252.2461748,2.731906013
AMSR-E,2019-09-01,Idukki,147.3516648,254.9027588,2.731906013
MODIS,2019-09-01,Idukki,147.3516648,254.9027588,0.037088061
SMAP,2019-09-01,Idukki,147.3516648,254.9027588,0.037088061
Sentinel-2,2019-09-01,Idukki,147.3516648,254.9027588,0.037088061
Landsat,2019-09-01,Idukki,147.3516648,254.9027588,1.574186761
AMSR-E,2019-10-01,Idukki,128.3507226,254.996201,0.002212796
MODIS,2019-10-01,Idukki,128.3507226,254.996201,0.037088061
SMAP,2019-10-01,Idukki,128.3507226,254.996201,0.037088061
Sentinel-2,2019-10-01,Idukki,128.3507226,254.996201,0.037088061
Landsat,2019-10-01,Idukki,128.3507226,254.996201,1.574186761
AMSR-E,2019-11-01,Idukki,45.67899156,81.85518122,0.037088061
MODIS,2019-11-01,Idukki,45.67899156,81.85518122,0.32095769
Sentinel-2,2019-11-01,Idukki,45.67899156,81.85518122,2.731906013
SMAP,2019-11-01,Idukki,45.67899156,81.85518122,0.037088061
Landsat,2019-11-01,Idukki,45.67899156,81.85518122,0.037088061
MODIS,2019-12-01,Idukki,127.0257545,254.9697356,0.002212796
AMSR-E,2019-12-01,Idukki,127.0257545,254.9697356,0.037088061
Landsat,2019-12-01,Idukki,127.0257545,254.9697356,0.32095769
SMAP,2019-12-01,Idukki,127.0257545,254.9697356,1.574186761
Sentinel-2,2019-12-01,Idukki,127.0257545,254.9697356,2.731906013
SMAP,2020-01-01,Idukki,16.24143529,9.598294973,0.002212796
Sentinel-2,2020-01-01,Idukki,16.24143529,9.598294973,2.731906013
Landsat,2020-01-01,Idukki,16.24143529,9.598294973,0.037088061
AMSR-E,2020-01-01,Idukki,16.24143529,9.598294973,0.037088061
MODIS,2020-01-01,Idukki,16.24143529,9.598294973,2.731906013
Landsat,2020-02-01,Idukki,41.20557833,80.50947642,2.731906013
Sentinel-2,2020-02-01,Idukki,41.20557833,80.50947642,0.037088061
SMAP,2020-02-01,Idukki,41.20557833,80.50947642,0.037088061
MODIS,2020-02-01,Idukki,41.20557833,80.50947642,0.037088061
AMSR-E,2020-02-01,Idukki,41.20557833,80.50947642,1.574186761
Landsat,2020-03-01,Idukki,59.83946705,120.0218806,0.002212796
SMAP,2020-03-01,Idukki,59.83946705,120.0218806,0.037088061
Sentinel-2,2020-03-01,Idukki,59.83946705,120.0218806,0.037088061
MODIS,2020-03-01,Idukki,59.83946705,120.0218806,2.731906013
AMSR-E,2020-03-01,Idukki,59.83946705,120.0218806,2.731906013
SMAP,2020-04-01,Idukki,67.6132946,134.9564652,2.731906013
Sentinel-2,2020-04-01,Idukki,67.6132946,134.9564652,0.002212796
Landsat,2020-04-01,Idukki,67.6132946,134.9564652,0.32095769
AMSR-E,2020-04-01,Idukki,67.6132946,134.9564652,0.037088061
MODIS,2020-04-01,Idukki,67.6132946,134.9564652,0.037088061
Sentinel-2,2020-05-01,Idukki,36.10154438,58.00687861,0.002212796
SMAP,2020-05-01,Idukki,36.10154438,58.00687861,2.731906013
Landsat,2020-05-01,Idukki,36.10154438,58.00687861,0.037088061
AMSR-E,2020-05-01,Idukki,36.10154438,58.00687861,0.32095769
MODIS,2020-05-01,Idukki,36.10154438,58.00687861,1.574186761
Landsat,2020-06-01,Idukki,61.32763243,120.7758908,2.731906013
SMAP,2020-06-01,Idukki,61.32763243,120.7758908,0.037088061
Sentinel-2,2020-06-01,Idukki,61.32763243,120.7758908,0.037088061
MODIS,2020-06-01,Idukki,61.32763243,120.7758908,0.037088061
AMSR-E,2020-06-01,Idukki,61.32763243,120.7758908,2.731906013
Landsat,2020-07-01,Idukki,145.4725096,234.8617098,0.002212796
Sentinel-2,2020-07-01,Idukki,145.4725096,234.8617098,0.037088061
SMAP,2020-07-01,Idukki,145.4725096,234.8617098,0.037088061
MODIS,2020-07-01,Idukki,145.4725096,234.8617098,0.32095769
AMSR-E,2020-07-01,Idukki,145.4725096,234.8617098,2.731906013
MODIS,2020-08-01,Idukki,152.6013205,251.7059581,0.002212796
AMSR-E,2020-08-01,Idukki,152.6013205,251.7059581,0.32095769
Landsat,2020-08-01,Idukki,152.6013205,251.7059581,0.037088061
Sentinel-2,2020-08-01,Idukki,152.6013205,251.7059581,0.037088061
SMAP,2020-08-01,Idukki,152.6013205,251.7059581,0.002212796
MODIS,2020-09-01,Idukki,52.8439188,99.74459815,0.002212796
AMSR-E,2020-09-01,Idukki,52.8439188,99.74459815,0.037088061
Landsat,2020-09-01,Idukki,52.8439188,99.74459815,0.32095769
SMAP,2020-09-01,Idukki,52.8439188,99.74459815,2.731906013
Sentinel-2,2020-09-01,Idukki,52.8439188,99.74459815,1.574186761
MODIS,2020-10-01,Idukki,50.06579542,92.78132892,1.574186761
AMSR-E,2020-10-01,Idukki,50.06579542,92.78132892,0.037088061
Landsat,2020-10-01,Idukki,50.06579542,92.78132892,0.037088061
SMAP,2020-10-01,Idukki,50.06579542,92.78132892,2.731906013
Sentinel-2,2020-10-01,Idukki,50.06579542,92.78132892,0.002212796
MODIS,2020-11-01,Idukki,68.48562098,137.6902058,2.731906013
AMSR-E,2020-11-01,Idukki,68.48562098,137.6902058,0.037088061
Landsat,2020-11-01,Idukki,68.48562098,137.6902058,0.32095769
Sentinel-2,2020-11-01,Idukki,68.48562098,137.6902058,1.574186761
SMAP,2020-11-01,Idukki,68.48562098,137.6902058,1.574186761
AMSR-E,2020-12-01,Idukki,66.38529301,133.0883179,0.32095769
MODIS,2020-12-01,Idukki,66.38529301,133.0883179,0.037088061
SMAP,2020-12-01,Idukki,66.38529301,133.0883179,2.731906013
Sentinel-2,2020-12-01,Idukki,66.38529301,133.0883179,0.037088061
Landsat,2020-12-01,Idukki,66.38529301,133.0883179,0.002212796
Landsat,2021-01-01,Idukki,127.6487305,253.2854247,2.731906013
SMAP,2021-01-01,Idukki,127.6487305,253.2854247,0.037088061
Sentinel-2,2021-01-01,Idukki,127.6487305,253.2854247,0.037088061
MODIS,2021-01-01,Idukki,127.6487305,253.2854247,0.037088061
AMSR-E,2021-01-01,Idukki,127.6487305,253.2854247,2.731906013
Sentinel-2,2021-02-01,Idukki,37.8211627,74.54445457,0.002212796
SMAP,2021-02-01,Idukki,37.8211627,74.54445457,2.731906013
Landsat,2021-02-01,Idukki,37.8211627,74.54445457,0.037088061
AMSR-E,2021-02-01,Idukki,37.8211627,74.54445457,0.037088061
MODIS,2021-02-01,Idukki,37.8211627,74.54445457,2.731906013
SMAP,2021-03-01,Idukki,75.2936914,154.8161793,0.32095769
Sentinel-2,2021-03-01,Idukki,75.2936914,154.8161793,0.037088061
Landsat,2021-03-01,Idukki,75.2936914,154.8161793,0.037088061
AMSR-E,2021-03-01,Idukki,75.2936914,154.8161793,2.731906013
MODIS,2021-03-01,Idukki,75.2936914,154.8161793,0.037088061
Landsat,2021-04-01,Idukki,33.5473094,51.61882424,2.731906013
SMAP,2021-04-01,Idukki,33.5473094,51.61882424,0.037088061
Sentinel-2,2021-04-01,Idukki,33.5473094,51.61882424,0.037088061
MODIS,2021-04-01,Idukki,33.5473094,51.61882424,0.32095769
AMSR-E,2021-04-01,Idukki,33.5473094,51.61882424,1.574186761
Landsat,2021-05-01,Idukki,115.1026988,252.8873467,1.574186761
Sentinel-2,2021-05-01,Idukki,115.1026988,252.8873467,0.037088061
SMAP,2021-05-01,Idukki,115.1026988,252.8873467,0.037088061
MODIS,2021-05-01,Idukki,115.1026988,252.8873467,0.037088061
AMSR-E,2021-05-01,Idukki,115.1026988,252.8873467,0.002212796
SMAP,2021-06-01,Idukki,16.06893635,8.636265278,0.002212796
Sentinel-2,2021-06-01,Idukki,16.06893635,8.636265278,2.731906013
Landsat,2021-06-01,Idukki,16.06893635,8.636265278,0.037088061
AMSR-E,2021-06-01,Idukki,16.06893635,8.636265278,0.037088061
MODIS,2021-06-01,Idukki,16.06893635,8.636265278,2.731906013
Sentinel-2,2021-07-01,Idukki,14.55517101,6.518397808,0.32095769
SMAP,2021-07-01,Idukki,14.55517101,6.518397808,0.037088061
Landsat,2021-07-01,Idukki,14.55517101,6.518397808,0.32095769
AMSR-E,2021-07-01,Idukki,14.55517101,6.518397808,0.037088061
MODIS,2021-07-01,Idukki,14.55517101,6.518397808,0.002212796
AMSR-E,2021-08-01,Idukki,159.1397738,254.8845139,2.731906013
MODIS,2021-08-01,Idukki,159.1397738,254.8845139,0.037088061
Sentinel-2,2021-08-01,Idukki,159.1397738,254.8845139,0.32095769
SMAP,2021-08-01,Idukki,159.1397738,254.8845139,0.32095769
Landsat,2021-08-01,Idukki,159.1397738,254.8845139,1.574186761
AMSR-E,2021-09-01,Idukki,128.2126942,254.9949803,1.574186761
MODIS,2021-09-01,Idukki,128.2126942,254.9949803,0.037088061
SMAP,2021-09-01,Idukki,128.2126942,254.9949803,0.037088061
Sentinel-2,2021-09-01,Idukki,128.2126942,254.9949803,0.037088061
Landsat,2021-09-01,Idukki,128.2126942,254.9949803,0.002212796
AMSR-E,2021-10-01,Idukki,55.54644394,105.3338151,0.002212796
MODIS,2021-10-01,Idukki,55.54644394,105.3338151,0.037088061
SMAP,2021-10-01,Idukki,55.54644394,105.3338151,0.32095769
Sentinel-2,2021-10-01,Idukki,55.54644394,105.3338151,0.32095769
Landsat,2021-10-01,Idukki,55.54644394,105.3338151,1.574186761
AMSR-E,2021-11-01,Idukki,128.715868,254.9965854,0.002212796
MODIS,2021-11-01,Idukki,128.715868,254.9965854,0.32095769
Sentinel-2,2021-11-01,Idukki,128.715868,254.9965854,0.037088061
SMAP,2021-11-01,Idukki,128.715868,254.9965854,0.037088061
Landsat,2021-11-01,Idukki,128.715868,254.9965854,0.002212796
MODIS,2021-12-01,Idukki,144.1124003,248.7706814,0.002212796
AMSR-E,2021-12-01,Idukki,144.1124003,248.7706814,0.037088061
Landsat,2021-12-01,Idukki,144.1124003,248.7706814,1.574186761
SMAP,2021-12-01,Idukki,144.1124003,248.7706814,2.731906013
Sentinel-2,2021-12-01,Idukki,144.1124003,248.7706814,2.731906013
AMSR-E,2022-01-01,Idukki,128.0091546,254.987812,2.731906013
MODIS,2022-01-01,Idukki,128.0091546,254.987812,0.037088061
Sentinel-2,2022-01-01,Idukki,128.0091546,254.987812,0.037088061
SMAP,2022-01-01,Idukki,128.0091546,254.987812,0.32095769
Landsat,2022-01-01,Idukki,128.0091546,254.987812,2.731906013
MODIS,2022-02-01,Idukki,6.073626757,0.312055588,2.731906013
AMSR-E,2022-02-01,Idukki,6.073626757,0.312055588,0.037088061
Landsat,2022-02-01,Idukki,6.073626757,0.312055588,0.037088061
SMAP,2022-02-01,Idukki,6.073626757,0.312055588,2.731906013
Sentinel-2,2022-02-01,Idukki,6.073626757,0.312055588,1.574186761
MODIS,2022-03-01,Idukki,3.857799053,0.084993839,0.002212796
AMSR-E,2022-03-01,Idukki,3.857799053,0.084993839,0.037088061
Landsat,2022-03-01,Idukki,3.857799053,0.084993839,2.731906013
Sentinel-2,2022-03-01,Idukki,3.857799053,0.084993839,2.731906013
SMAP,2022-03-01,Idukki,3.857799053,0.084993839,2.731906013
AMSR-E,2022-04-01,Idukki,19.24372005,15.66482568,2.731906013
MODIS,2022-04-01,Idukki,19.24372005,15.66482568,0.32095769
Sentinel-2,2022-04-01,Idukki,19.24372005,15.66482568,0.037088061
SMAP,2022-04-01,Idukki,19.24372005,15.66482568,0.037088061
Landsat,2022-04-01,Idukki,19.24372005,15.66482568,0.037088061
AMSR-E,2022-05-01,Idukki,55.05877161,104.7332678,0.002212796
MODIS,2022-05-01,Idukki,55.05877161,104.7332678,0.037088061
SMAP,2022-05-01,Idukki,55.05877161,104.7332678,0.037088061
Sentinel-2,2022-05-01,Idukki,55.05877161,104.7332678,0.32095769
Landsat,2022-05-01,Idukki,55.05877161,104.7332678,1.574186761
MODIS,2022-06-01,Idukki,53.26482344,100.9787531,2.731906013
AMSR-E,2022-06-01,Idukki,53.26482344,100.9787531,0.037088061
Landsat,2022-06-01,Idukki,53.26482344,100.9787531,0.037088061
Sentinel-2,2022-06-01,Idukki,53.26482344,100.9787531,2.731906013
SMAP,2022-06-01,Idukki,53.26482344,100.9787531,1.574186761
MODIS,2022-07-01,Idukki,172.1867871,254.9677122,0.002212796
AMSR-E,2022-07-01,Idukki,172.1867871,254.9677122,0.037088061
Landsat,2022-07-01,Idukki,172.1867871,254.9677122,0.32095769
SMAP,2022-07-01,Idukki,172.1867871,254.9677122,2.731906013
Sentinel-2,2022-07-01,Idukki,172.1867871,254.9677122,2.731906013
Landsat,2022-08-01,Idukki,45.30792904,80.96130204,0.002212796
SMAP,2022-08-01,Idukki,45.30792904,80.96130204,0.32095769
Sentinel-2,2022-08-01,Idukki,45.30792904,80.96130204,0.32095769
MODIS,2022-08-01,Idukki,45.30792904,80.96130204,0.037088061
AMSR-E,2022-08-01,Idukki,45.30792904,80.96130204,0.002212796
Landsat,2022-09-01,Idukki,40.57197189,69.18576097,0.002212796
Sentinel-2,2022-09-01,Idukki,40.57197189,69.18576097,0.037088061
SMAP,2022-09-01,Idukki,40.57197189,69.18576097,0.037088061
MODIS,2022-09-01,Idukki,40.57197189,69.18576097,0.32095769
AMSR-E,2022-09-01,Idukki,40.57197189,69.18576097,1.574186761
Landsat,2022-10-01,Idukki,11.03828406,1.019890547,1.574186761
Sentinel-2,2022-10-01,Idukki,11.03828406,1.019890547,0.037088061
SMAP,2022-10-01,Idukki,11.03828406,1.019890547,0.037088061
MODIS,2022-10-01,Idukki,11.03828406,1.019890547,0.037088061
AMSR-E,2022-10-01,Idukki,11.03828406,1.019890547,1.574186761
Landsat,2022-11-01,Idukki,128.5011377,254.9969823,2.731906013
SMAP,2022-11-01,Idukki,128.5011377,254.9969823,0.037088061
Sentinel-2,2022-11-01,Idukki,128.5011377,254.9969823,2.731906013
MODIS,2022-11-01,Idukki,128.5011377,254.9969823,0.32095769
AMSR-E,2022-11-01,Idukki,128.5011377,254.9969823,1.574186761
Sentinel-2,2022-12-01,Idukki,65.71648622,131.9047518,0.32095769
SMAP,2022-12-01,Idukki,65.71648622,131.9047518,0.32095769
Landsat,2022-12-01,Idukki,65.71648622,131.9047518,0.037088061
AMSR-E,2022-12-01,Idukki,65.71648622,131.9047518,0.037088061
MODIS,2022-12-01,Idukki,65.71648622,131.9047518,0.002212796
MODIS,2023-01-01,Idukki,71.30902839,145.766145,2.731906013
AMSR-E,2023-01-01,Idukki,71.30902839,145.766145,0.037088061
Landsat,2023-01-01,Idukki,71.30902839,145.766145,0.037088061
Sentinel-2,2023-01-01,Idukki,71.30902839,145.766145,2.731906013
SMAP,2023-01-01,Idukki,71.30902839,145.766145,0.002212796
AMSR-E,2023-02-01,Idukki,102.1370068,223.0102558,0.002212796
MODIS,2023-02-01,Idukki,102.1370068,223.0102558,0.037088061
SMAP,2023-02-01,Idukki,102.1370068,223.0102558,0.037088061
Sentinel-2,2023-02-01,Idukki,102.1370068,223.0102558,0.037088061
Landsat,2023-02-01,Idukki,102.1370068,223.0102558,2.731906013
AMSR-E,2023-03-01,Idukki,34.45902753,53.65703416,0.002212796
MODIS,2023-03-01,Idukki,34.45902753,53.65703416,0.037088061
Sentinel-2,2023-03-01,Idukki,34.45902753,53.65703416,2.731906013
SMAP,2023-03-01,Idukki,34.45902753,53.65703416,0.037088061
Landsat,2023-03-01,Idukki,34.45902753,53.65703416,0.037088061
MODIS,2023-04-01,Idukki,23.30633664,25.99464679,2.731906013
AMSR-E,2023-04-01,Idukki,23.30633664,25.99464679,2.731906013
Landsat,2023-04-01,Idukki,23.30633664,25.99464679,2.731906013
Sentinel-2,2023-04-01,Idukki,23.30633664,25.99464679,2.731906013
SMAP,2023-04-01,Idukki,23.30633664,25.99464679,2.731906013
MODIS,2023-05-01,Idukki,33.97363758,52.51445413,2.731906013
AMSR-E,2023-05-01,Idukki,33.97363758,52.51445413,0.037088061
Landsat,2023-05-01,Idukki,33.97363758,52.51445413,0.037088061
SMAP,2023-05-01,Idukki,33.97363758,52.51445413,2.731906013
Sentinel-2,2023-05-01,Idukki,33.97363758,52.51445413,1.574186761
AMSR-E,2023-06-01,Idukki,29.6745553,41.72048879,2.731906013
MODIS,2023-06-01,Idukki,29.6745553,41.72048879,0.037088061
Sentinel-2,2023-06-01,Idukki,29.6745553,41.72048879,0.037088061
SMAP,2023-06-01,Idukki,29.6745553,41.72048879,0.32095769
Landsat,2023-06-01,Idukki,29.6745553,41.72048879,2.731906013
AMSR-E,2023-07-01,Idukki,23.2177155,25.76513147,0.32095769
MODIS,2023-07-01,Idukki,23.2177155,25.76513147,0.32095769
SMAP,2023-07-01,Idukki,23.2177155,25.76513147,0.037088061
Sentinel-2,2023-07-01,Idukki,23.2177155,25.76513147,0.037088061
Landsat,2023-07-01,Idukki,23.2177155,25.76513147,0.002212796
SMAP,2023-08-01,Idukki,8.71807766,1.601002455,0.002212796
Sentinel-2,2023-08-01,Idukki,8.71807766,1.601002455,0.002212796
Landsat,2023-08-01,Idukki,8.71807766,1.601002455,0.037088061
AMSR-E,2023-08-01,Idukki,8.71807766,1.601002455,0.32095769
MODIS,2023-08-01,Idukki,8.71807766,1.601002455,1.574186761
Sentinel-2,2023-09-01,Idukki,12.5571022,4.080272436,1.574186761
SMAP,2023-09-01,Idukki,12.5571022,4.080272436,2.731906013
Landsat,2023-09-01,Idukki,12.5571022,4.080272436,0.037088061
AMSR-E,2023-09-01,Idukki,12.5571022,4.080272436,0.037088061
MODIS,2023-09-01,Idukki,12.5571022,4.080272436,0.002212796
Sentinel-2,2023-10-01,Idukki,159.6972821,254.809335,0.002212796
SMAP,2023-10-01,Idukki,159.6972821,254.809335,2.731906013
Landsat,2023-10-01,Idukki,159.6972821,254.809335,0.037088061
AMSR-E,2023-10-01,Idukki,159.6972821,254.809335,0.32095769
MODIS,2023-10-01,Idukki,159.6972821,254.809335,1.574186761
SMAP,2023-11-01,Idukki,31.05919123,44.96914768,1.574186761
Sentinel-2,2023-11-01,Idukki,31.05919123,44.96914768,2.731906013
Landsat,2023-11-01,Idukki,31.05919123,44.96914768,0.32095769
AMSR-E,2023-11-01,Idukki,31.05919123,44.96914768,0.037088061
MODIS,2023-11-01,Idukki,31.05919123,44.96914768,0.002212796
Landsat,2023-12-01,Idukki,62.36965108,123.1473823,0.002212796
Sentinel-2,2023-12-01,Idukki,62.36965108,123.1473823,0.037088061
SMAP,2023-12-01,Idukki,62.36965108,123.1473823,0.037088061
MODIS,2023-12-01,Idukki,62.36965108,123.1473823,1.574186761
AMSR-E,2023-12-01,Idukki,62.36965108,123.1473823,2.731906013
Landsat,2024-01-01,Idukki,37.47184467,61.23532438,0.037088061
SMAP,2024-01-01,Idukki,37.47184467,61.23532438,0.037088061
